,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
2384,Probation,0,Hispanic,647275331,22,Intake,English,Post Sentence,Probation,Single,1411039151,1,8,Medium
2385,PRETRIAL,1,African-American,-209826893,22,Intake,English,Pretrial,Jail Inmate,Single,1357594963,1,8,Low
2386,PRETRIAL,1,African-American,642031199,22,Intake,English,Pretrial,Jail Inmate,Single,1360777073,1,8,Low
2387,PRETRIAL,1,African-American,760340324,22,Intake,English,Pretrial,Jail Inmate,Single,1361741786,2,8,Medium
2388,PRETRIAL,1,African-American,766461334,22,Intake,English,Pretrial,Jail Inmate,Single,1366178039,4,8,High
2389,PRETRIAL,1,Caucasian,-454420410,22,Intake,English,Post Sentence,Probation,Divorced,1388074688,1,8,Low
2390,Probation,1,African-American,699363766,22,Intake,English,Post Sentence,Probation,Single,1359253527,4,8,High
2391,PRETRIAL,1,Caucasian,-616998441,22,Intake,English,Pretrial,Jail Inmate,Married,1359628591,1,8,Low
2392,PRETRIAL,1,Caucasian,667720957,22,Intake,English,Pretrial,Jail Inmate,Single,1410149394,3,8,High
2393,PRETRIAL,1,African-American,700751264,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415968790,2,8,Medium
2394,PRETRIAL,1,African-American,670518722,22,Intake,English,Post Sentence,Probation,Single,1363278695,2,8,Medium
2395,Probation,0,Caucasian,671329569,22,Intake,English,Post Sentence,Probation,Single,1390943182,1,8,Low
2396,PRETRIAL,0,Caucasian,82171007,22,Intake,English,Pretrial,Pretrial Defendant,Single,1394809199,1,8,Low
2397,Probation,1,African-American,685227865,22,Intake,English,Post Sentence,Probation,Single,1370175173,1,8,Low
2398,PRETRIAL,1,African-American,536917088,22,Intake,English,Pretrial,Jail Inmate,Single,1364632008,3,8,High
2399,Probation,1,Caucasian,-290377204,22,Intake,English,Post Sentence,Probation,Divorced,1376754554,1,8,Low
2400,Probation,1,Caucasian,-153103967,22,Intake,English,Post Sentence,Probation,Divorced,1370207062,1,8,Low
2401,PRETRIAL,1,African-American,685716254,22,Intake,English,Pretrial,Jail Inmate,Single,1416923687,1,8,Low
2402,PRETRIAL,1,African-American,533255595,22,Intake,English,Post Sentence,Probation,Single,1397106761,1,8,Low
2403,PRETRIAL,1,Caucasian,652695153,22,Intake,English,Pretrial,Pretrial Defendant,Single,1363550634,2,8,Medium
2404,PRETRIAL,1,Caucasian,-329109946,22,Intake,English,Pretrial,Jail Inmate,Divorced,1417476410,1,8,Low
2405,PRETRIAL,1,African-American,708084112,22,Intake,English,Pretrial,Jail Inmate,Single,1361334102,2,8,Medium
2406,PRETRIAL,1,Caucasian,-346186663,22,Intake,English,Pretrial,Jail Inmate,Single,1415170888,1,8,Low
2407,PRETRIAL,1,African-American,672530401,22,Intake,English,Pretrial,Jail Inmate,Single,1357352501,2,8,Medium
2408,Probation,1,African-American,490763172,22,Intake,English,Post Sentence,Probation,Single,1368504469,1,8,Low
2409,PRETRIAL,1,African-American,740035619,22,Intake,English,Post Sentence,Probation,Single,1364596227,3,8,High
2410,PRETRIAL,1,Caucasian,489023935,22,Intake,English,Pretrial,Pretrial Defendant,Single,1369045063,2,8,Medium
2411,PRETRIAL,1,Caucasian,250886793,22,Intake,English,Pretrial,Jail Inmate,Married,1415130137,1,8,Low
2412,PRETRIAL,1,African-American,641407951,22,Intake,English,Pretrial,Jail Inmate,Single,1365761305,2,8,Medium
2413,PRETRIAL,1,Caucasian,-91066653,22,Intake,English,Pretrial,Jail Inmate,Married,1391749799,1,8,Low
2414,PRETRIAL,1,Caucasian,816072737,22,Intake,English,Post Sentence,Probation,Single,1378654578,2,8,Medium
2415,Probation,1,African-American,654712985,22,Intake,English,Post Sentence,Probation,Single,1367220373,2,8,Medium
2416,PRETRIAL,1,Caucasian,725628050,22,Intake,English,Pretrial,Pretrial Defendant,Single,1393572660,3,8,High
2417,PRETRIAL,1,African-American,678159779,22,Intake,English,Pretrial,Jail Inmate,Single,1358559141,2,8,Medium
2418,Probation,0,Caucasian,563037039,22,Intake,English,Post Sentence,Probation,Single,1367900312,1,8,Medium
2419,PRETRIAL,1,Caucasian,608487189,22,Intake,English,Post Sentence,Probation,Single,1365386653,3,8,High
2420,PRETRIAL,1,African-American,542265292,22,Intake,English,Pretrial,Jail Inmate,Single,1418723100,3,8,High
2421,Probation,1,Caucasian,-562653164,22,Intake,English,Post Sentence,Probation,Divorced,1377977454,1,8,Low
2422,PRETRIAL,1,African-American,-66468016,22,Intake,English,Pretrial,Jail Inmate,Single,1361460687,1,8,Low
2423,PRETRIAL,1,Caucasian,673149006,22,Intake,English,Post Sentence,Probation,Single,1390703515,1,8,Low
2424,PRETRIAL,1,Caucasian,-68642740,22,Intake,English,Pretrial,Jail Inmate,Single,1365155707,1,8,Low
2425,PRETRIAL,1,African-American,741489048,22,Intake,English,Pretrial,Jail Inmate,Single,1359830543,3,8,High
2426,PRETRIAL,1,African-American,569103320,22,Intake,English,Pretrial,Pretrial Defendant,Single,1367070278,4,8,High
2427,PRETRIAL,1,Caucasian,76269858,22,Intake,English,Pretrial,Jail Inmate,Single,1357964518,1,8,Low
2428,PRETRIAL,1,African-American,742940282,22,Intake,English,Pretrial,Jail Inmate,Single,1362810758,3,8,High
2429,Probation,1,Hispanic,665528717,22,Intake,English,Post Sentence,Probation,Single,1376546424,1,8,Medium
2430,PRETRIAL,1,African-American,451235041,22,Intake,English,Post Sentence,Probation,Single,1361076080,2,8,Medium
2431,PRETRIAL,0,Caucasian,221710182,22,Intake,English,Pretrial,Jail Inmate,Single,1417813286,1,8,Low
2432,PRETRIAL,1,African-American,-261296998,22,Intake,English,Pretrial,Jail Inmate,Divorced,1415529706,3,8,High
2433,Probation,0,Hispanic,243393530,22,Intake,English,Post Sentence,Probation,Single,1399003954,1,8,Low
2434,PRETRIAL,1,Caucasian,64670008,22,Intake,English,Pretrial,Jail Inmate,Single,1391426339,1,8,Low
2435,Probation,1,African-American,374887337,22,Intake,English,Post Sentence,Probation,Single,1366051603,1,8,Low
2436,PRETRIAL,1,Caucasian,601943131,22,Intake,English,Pretrial,Pretrial Defendant,Single,1411638757,1,8,Low
2437,PRETRIAL,1,Caucasian,694538199,22,Intake,English,Pretrial,Pretrial Defendant,Single,1377928652,2,8,Medium
2438,PRETRIAL,1,African-American,654524248,22,Intake,English,Pretrial,Jail Inmate,Single,1360569988,1,8,Low
2439,PRETRIAL,1,African-American,799415142,22,Intake,English,Pretrial,Jail Inmate,Single,1414958400,4,8,High
2440,Probation,1,African-American,635193252,22,Intake,English,Post Sentence,Probation,Single,1368356774,2,8,Medium
2441,Probation,1,African-American,785387207,22,Intake,English,Post Sentence,Probation,Single,1371811584,4,8,High
2442,PRETRIAL,1,African-American,355707793,22,Intake,English,Pretrial,Jail Inmate,Married,1362810941,1,8,Low
2443,PRETRIAL,1,African-American,649107533,22,Intake,English,Post Sentence,Probation,Single,1364752120,2,8,Medium
2444,PRETRIAL,0,African-American,623937373,22,Intake,English,Pretrial,Jail Inmate,Single,1418518420,3,8,High
2445,PRETRIAL,1,African-American,752344046,22,Intake,English,Pretrial,Pretrial Defendant,Single,1392406877,3,8,High
2446,PRETRIAL,1,African-American,564249130,22,Intake,English,Pretrial,Jail Inmate,Single,1419984000,1,8,Low
2447,PRETRIAL,1,Caucasian,744125342,22,Intake,English,Pretrial,Jail Inmate,Single,1410424713,1,8,Low
2448,PRETRIAL,1,African-American,707897998,22,Intake,English,Pretrial,Pretrial Defendant,Single,1412980836,4,8,High
2449,PRETRIAL,1,Caucasian,519811643,22,Intake,English,Post Sentence,Probation,Single,1370722474,1,8,Low
2450,Probation,1,Caucasian,-11155329,22,Intake,English,Post Sentence,Probation,Married,1367342393,1,8,Low
2451,PRETRIAL,1,African-American,718875557,22,Intake,English,Pretrial,Pretrial Defendant,Single,1379972301,4,8,High
2452,PRETRIAL,1,Caucasian,146347496,22,Intake,English,Pretrial,Jail Inmate,Single,1361901854,1,8,Low
2453,PRETRIAL,1,African-American,735909838,22,Intake,English,Pretrial,Jail Inmate,Single,1367936797,4,8,High
2454,PRETRIAL,1,African-American,639783298,22,Intake,English,Pretrial,Pretrial Defendant,Single,1365118343,4,8,High
2455,PRETRIAL,1,African-American,508338775,22,Intake,English,Pretrial,Pretrial Defendant,Single,1368508039,3,8,High
2456,Probation,0,African-American,550388205,22,Intake,English,Post Sentence,Probation,Single,1390246077,1,8,Low
2457,PRETRIAL,1,African-American,595682981,22,Intake,English,Post Sentence,Probation,Single,1375266737,2,8,Medium
2458,Probation,1,African-American,610263366,22,Intake,English,Post Sentence,Probation,Single,1358147024,3,8,High
2459,PRETRIAL,1,African-American,604231068,22,Intake,English,Pretrial,Jail Inmate,Single,1416587689,1,8,Low
2460,PRETRIAL,1,Caucasian,-695940467,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1393235462,1,8,Low
2461,PRETRIAL,1,African-American,686148802,22,Intake,English,Pretrial,Jail Inmate,Single,1417276165,3,8,High
2462,PRETRIAL,1,Caucasian,-534519127,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1417025503,1,8,Low
2463,PRETRIAL,1,Caucasian,662365503,22,Intake,English,Pretrial,Jail Inmate,Single,1360571335,1,8,Low
2464,Probation,1,Caucasian,540994944,22,Intake,English,Post Sentence,Probation,Single,1374188272,1,8,Medium
2465,PRETRIAL,1,African-American,677172257,17,Intake,English,Post Sentence,Probation,Single,1368328491,3,8,High
2466,PRETRIAL,1,Caucasian,-456098460,22,Intake,English,Pretrial,Jail Inmate,Married,1359012701,1,8,Low
2467,PRETRIAL,1,African-American,433582667,22,Intake,English,Post Sentence,Probation,Single,1367241673,4,8,High
2468,Probation,1,African-American,618614458,22,Intake,English,Post Sentence,Probation,Single,1377135894,2,8,Medium
2469,PRETRIAL,1,African-American,747458334,22,Intake,English,Pretrial,Jail Inmate,Single,1360234882,4,8,High
2470,Probation,1,African-American,367966861,22,Intake,English,Post Sentence,Probation,Single,1393984505,1,8,Low
2471,Probation,1,African-American,689991131,22,Intake,English,Post Sentence,Probation,Single,1366543231,4,8,High
2472,PRETRIAL,0,Caucasian,-35699961,22,Intake,English,Post Sentence,Probation,Married,1395441356,1,8,Low
2473,Probation,1,African-American,583377267,22,Intake,English,Post Sentence,Probation,Single,1378552267,2,8,Medium
2474,PRETRIAL,1,Caucasian,714930775,22,Intake,English,Pretrial,Jail Inmate,Single,1413715188,2,8,Medium
2475,PRETRIAL,1,African-American,134413252,22,Intake,English,Pretrial,Jail Inmate,Married,1358912879,1,8,Low
2476,PRETRIAL,1,African-American,610302514,22,Intake,English,Pretrial,Pretrial Defendant,Single,1399212756,1,8,Low
2477,PRETRIAL,0,African-American,792846957,22,Intake,English,Pretrial,Jail Inmate,Single,1415080732,3,8,High
2478,Probation,1,Caucasian,-183427731,22,Intake,English,Post Sentence,Probation,Married,1358572263,1,8,Low
2479,PRETRIAL,1,Caucasian,582772341,22,Intake,English,Post Sentence,Probation,Single,1369953570,1,8,Low
2480,Probation,1,Hispanic,634855835,22,Intake,English,Other,Probation,Single,1378177471,1,8,Low
2481,PRETRIAL,1,African-American,622848911,22,Intake,English,Post Sentence,Probation,Single,1376871938,1,8,Medium
2482,PRETRIAL,1,Caucasian,-207042943,22,Intake,English,Pretrial,Jail Inmate,Married,1361935186,1,8,Low
2483,PRETRIAL,1,African-American,585136684,22,Intake,English,Pretrial,Jail Inmate,Single,1362683848,3,8,High
2484,PRETRIAL,0,African-American,214056482,22,Intake,English,Pretrial,Pretrial Defendant,Single,1419984000,2,8,Medium
2485,Probation,1,African-American,753362221,22,Intake,English,Post Sentence,Probation,Single,1360394178,4,8,High
2486,PRETRIAL,1,African-American,726821026,22,Intake,English,Post Sentence,Probation,Single,1376553537,1,8,Low
2487,PRETRIAL,1,African-American,721018409,22,Intake,English,Pretrial,Jail Inmate,Single,1361634577,4,8,High
2488,PRETRIAL,1,Caucasian,523517370,22,Intake,English,Pretrial,Jail Inmate,Single,1363436185,2,8,Medium
2489,Probation,0,Caucasian,188427585,22,Intake,English,Post Sentence,Probation,Single,1394518199,1,8,Low
2490,PRETRIAL,1,African-American,631949537,22,Intake,English,Pretrial,Jail Inmate,Single,1360807617,3,8,High
2491,PRETRIAL,1,African-American,577535394,22,Intake,English,Pretrial,Jail Inmate,Single,1412144064,1,8,Low
2492,PRETRIAL,1,Caucasian,-143776416,22,Intake,English,Pretrial,Jail Inmate,Married,1360746928,1,8,Low
2493,PRETRIAL,1,African-American,812240176,17,Intake,English,Pretrial,Pretrial Defendant,Single,1394415974,4,8,High
2494,PRETRIAL,0,Caucasian,538249530,22,Intake,English,Pretrial,Pretrial Defendant,Single,1412541274,1,8,Low
2495,PRETRIAL,1,African-American,499299885,22,Intake,English,Pretrial,Jail Inmate,Single,1363616522,2,8,Medium
2496,Probation,1,Caucasian,510393409,22,Intake,English,Post Sentence,Probation,Single,1365179604,1,8,Medium
2497,PRETRIAL,1,Caucasian,151680325,22,Intake,English,Pretrial,Pretrial Defendant,Married,1415485729,1,8,Low
2498,Probation,1,Hispanic,374531495,22,Intake,English,Post Sentence,Probation,Single,1409275951,1,8,Medium
2499,Probation,1,Caucasian,178977367,22,Intake,English,Post Sentence,Probation,Married,1413543595,1,8,Low
2500,PRETRIAL,1,African-American,687275559,22,Intake,English,Post Sentence,Probation,Single,1369718018,1,8,Medium
2501,PRETRIAL,1,African-American,802481671,22,Intake,English,Pretrial,Pretrial Defendant,Single,1389691698,4,8,High
2502,PRETRIAL,1,African-American,-99581987,22,Intake,English,Pretrial,Jail Inmate,Married,1362907437,1,8,Low
2503,PRETRIAL,1,African-American,468303984,22,Intake,English,Pretrial,Jail Inmate,Single,1361471456,1,8,Low
2504,PRETRIAL,1,Caucasian,-473845398,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1414771333,1,8,Low
2505,PRETRIAL,1,African-American,315132922,22,Intake,English,Pretrial,Pretrial Defendant,Single,1414912052,1,8,Low
2506,PRETRIAL,1,African-American,674348410,22,Intake,English,Pretrial,Jail Inmate,Single,1414058210,1,8,Medium
2507,PRETRIAL,1,African-American,542308689,22,Intake,English,Pretrial,Jail Inmate,Single,1363141576,3,8,High
2508,Probation,0,Hispanic,675621301,22,Intake,English,Post Sentence,Probation,Single,1376056817,2,8,Medium
2509,PRETRIAL,1,African-American,337323093,22,Intake,English,Pretrial,Jail Inmate,Single,1414310581,1,8,Low
2510,PRETRIAL,1,African-American,-163902756,22,Intake,English,Pretrial,Jail Inmate,Married,1415694295,3,8,High
2511,PRETRIAL,1,African-American,-186804835,22,Intake,English,Pretrial,Jail Inmate,Single,1364118756,1,8,Low
2512,Probation,1,Hispanic,456886644,22,Intake,English,Post Sentence,Probation,Single,1378114607,1,8,Low
2513,PRETRIAL,1,African-American,-217371143,22,Intake,English,Pretrial,Jail Inmate,Single,1357842628,1,8,Low
2514,PRETRIAL,1,Caucasian,549570909,22,Intake,English,Pretrial,Jail Inmate,Single,1415261979,1,8,Low
2515,PRETRIAL,1,Caucasian,264106846,22,Intake,English,Pretrial,Jail Inmate,Single,1413339569,1,8,Low
2516,Probation,1,Hispanic,242816629,22,Intake,English,Post Sentence,Probation,Single,1397256975,1,8,Low
2517,Probation,1,African-American,770964853,22,Intake,English,Post Sentence,Probation,Single,1380328615,3,8,Medium
2518,PRETRIAL,1,African-American,600966035,22,Intake,English,Pretrial,Jail Inmate,Single,1362023965,1,8,Low
2519,Probation,1,Hispanic,284241596,22,Intake,English,Post Sentence,Probation,Single,1372786059,1,8,Low
2520,PRETRIAL,1,African-American,453268267,22,Intake,English,Pretrial,Jail Inmate,Single,1366852769,1,8,Medium
2521,Probation,0,Caucasian,-176362825,22,Intake,English,Post Sentence,Probation,Divorced,1396119574,1,8,Low
2522,Probation,1,Caucasian,636443012,22,Intake,English,Post Sentence,Probation,Single,1375195616,1,8,Low
2523,PRETRIAL,1,Caucasian,-89603005,22,Intake,English,Post Sentence,Probation,Single,1387367480,1,8,Low
2524,PRETRIAL,1,African-American,697833668,22,Intake,English,Pretrial,Jail Inmate,Single,1401902110,3,8,High
2525,PRETRIAL,1,African-American,807097872,22,Intake,English,Pretrial,Pretrial Defendant,Single,1365782730,4,8,High
2526,PRETRIAL,1,Caucasian,615506796,22,Intake,English,Pretrial,Jail Inmate,Single,1416640849,1,8,Low
2527,PRETRIAL,1,Caucasian,528896077,22,Intake,English,Pretrial,Pretrial Defendant,Single,1413819950,1,8,Low
2528,PRETRIAL,1,African-American,452923705,22,Intake,English,Pretrial,Jail Inmate,Single,1415926686,1,8,Low
2529,PRETRIAL,1,African-American,757669751,17,Intake,English,Post Sentence,Probation,Single,1372209996,4,8,High
2530,PRETRIAL,1,African-American,601992639,22,Intake,English,Pretrial,Jail Inmate,Single,1417278669,3,8,High
2531,Probation,1,Caucasian,565946116,22,Intake,English,Post Sentence,Probation,Single,1370072870,1,8,Medium
2532,PRETRIAL,1,Caucasian,-13802306,22,Intake,English,Pretrial,Jail Inmate,Married,1388154612,1,8,Low
2533,PRETRIAL,1,Caucasian,718920069,22,Intake,English,Post Sentence,Probation,Single,1394201047,3,8,High
2534,Probation,1,African-American,-350782283,22,Intake,English,Post Sentence,Probation,Single,1369687442,1,8,Low
2535,Probation,1,Hispanic,648955932,22,Intake,English,Post Sentence,Probation,Single,1378083452,1,8,Low
2536,PRETRIAL,0,African-American,629816692,22,Intake,English,Pretrial,Pretrial Defendant,Single,1398617592,1,8,Low
2537,PRETRIAL,1,African-American,558844973,22,Intake,English,Pretrial,Pretrial Defendant,Single,1363663760,4,8,High
2538,PRETRIAL,0,Caucasian,788253266,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415545491,2,8,Medium
2539,PRETRIAL,1,African-American,593061397,22,Intake,English,Pretrial,Jail Inmate,Single,1365298819,4,8,High
2540,PRETRIAL,1,African-American,635995002,22,Intake,English,Post Sentence,Probation,Single,1371834305,1,8,Low
2541,PRETRIAL,1,Caucasian,331915064,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1364615820,1,8,Medium
2542,PRETRIAL,1,African-American,605842494,22,Intake,English,Pretrial,Pretrial Defendant,Single,1376836863,2,8,Medium
2543,Probation,1,Caucasian,631793520,22,Intake,English,Post Sentence,Probation,Single,1375151735,1,8,Low
2544,PRETRIAL,1,African-American,534394982,22,Intake,English,Pretrial,Jail Inmate,Single,1361851767,2,8,Medium
2545,Probation,1,Caucasian,417414012,22,Intake,English,Post Sentence,Probation,Single,1370414818,1,8,Low
2546,PRETRIAL,1,African-American,797113240,22,Intake,English,Pretrial,Jail Inmate,Single,1417594739,3,8,High
2547,Probation,1,African-American,605261525,22,Intake,English,Post Sentence,Probation,Single,1366997652,3,8,High
2548,PRETRIAL,1,Caucasian,518289907,22,Intake,English,Pretrial,Pretrial Defendant,Single,1415086838,1,8,Low
2549,PRETRIAL,1,African-American,698157206,22,Intake,English,Pretrial,Jail Inmate,Single,1361710096,4,8,High
2550,PRETRIAL,1,African-American,102612573,22,Intake,English,Pretrial,Jail Inmate,Single,1361705834,1,8,Low
2551,PRETRIAL,1,Caucasian,759765091,22,Intake,English,Pretrial,Jail Inmate,Single,1414555033,2,8,Low
2552,PRETRIAL,1,African-American,620116081,22,Intake,English,Pretrial,Pretrial Defendant,Single,1366957785,3,8,Medium
2553,PRETRIAL,1,African-American,789657843,22,Intake,English,Pretrial,Jail Inmate,Single,1359563458,3,8,High
2554,PRETRIAL,1,Caucasian,-324175643,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1365990392,1,8,Low
2555,Probation,0,Caucasian,-407181476,22,Intake,English,Post Sentence,Probation,Divorced,1400995343,1,8,Low
2556,PRETRIAL,0,Caucasian,-156505308,22,Intake,English,Pretrial,Jail Inmate,Married,1393318237,1,8,Low
2557,PRETRIAL,1,Caucasian,-315955455,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1394123356,1,8,Low
2558,PRETRIAL,1,African-American,391140618,22,Intake,English,Pretrial,Jail Inmate,Single,1418789350,1,8,Low
2559,Probation,1,Hispanic,510242591,22,Intake,English,Post Sentence,Probation,Single,1376150193,1,8,Low
2560,PRETRIAL,1,African-American,705504591,22,Intake,English,Pretrial,Jail Inmate,Single,1364227142,2,8,Medium
2561,Probation,1,African-American,580278534,22,Intake,English,Post Sentence,Probation,Single,1365675440,1,8,Medium
2562,PRETRIAL,1,African-American,605063944,22,Intake,English,Pretrial,Pretrial Defendant,Single,1418535462,3,8,High
2563,Probation,1,Hispanic,-304169581,22,Intake,English,Post Sentence,Probation,Married,1379441837,1,8,Low
2564,Probation,1,Caucasian,-467591962,22,Intake,English,Post Sentence,Probation,Married,1395565020,1,8,Low
2565,PRETRIAL,1,African-American,523031403,22,Intake,English,Pretrial,Jail Inmate,Single,1414089977,3,8,High
2566,PRETRIAL,1,African-American,425908067,22,Intake,English,Pretrial,Jail Inmate,Single,1390980160,1,8,Low
2567,PRETRIAL,1,African-American,748486085,22,Intake,English,Pretrial,Pretrial Defendant,Single,1409941851,2,8,Medium
2568,Probation,1,African-American,746364473,22,Intake,English,Post Sentence,Probation,Single,1379330539,4,8,High
2569,Probation,1,Caucasian,784710496,22,Intake,English,Post Sentence,Probation,Single,1378377832,3,8,Medium
2570,PRETRIAL,1,Caucasian,-60625822,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1368073437,1,8,Low
2571,PRETRIAL,1,African-American,682956960,22,Intake,English,Post Sentence,Probation,Single,1366371388,3,8,High
2572,PRETRIAL,1,African-American,557222588,22,Intake,English,Pretrial,Jail Inmate,Single,1364017492,3,8,High
2573,Probation,0,African-American,780771353,22,Intake,English,Post Sentence,Probation,Single,1368523530,3,8,High
2574,Probation,1,Caucasian,-191844909,22,Intake,English,Post Sentence,Probation,Married,1365960201,1,8,Low
2575,PRETRIAL,1,African-American,407302342,22,Intake,English,Pretrial,Jail Inmate,Single,1363008532,1,8,Low
2576,PRETRIAL,1,African-American,666336152,22,Intake,English,Post Sentence,Probation,Single,1364942281,2,8,Medium
2577,PRETRIAL,1,African-American,555062334,22,Intake,English,Post Sentence,Probation,Single,1367246091,1,8,Low
2578,PRETRIAL,1,Caucasian,676478529,22,Intake,English,Pretrial,Jail Inmate,Single,1376551739,3,8,Medium
2579,PRETRIAL,1,African-American,526154067,22,Intake,English,Pretrial,Jail Inmate,Single,1362651100,4,8,High
2580,PRETRIAL,1,African-American,602569900,22,Intake,English,Pretrial,Jail Inmate,Single,1365657711,4,8,High
2581,PRETRIAL,1,Caucasian,-375618833,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1387811503,1,8,Low
2582,Probation,1,Caucasian,520110739,22,Intake,English,Post Sentence,Probation,Single,1375061449,2,8,Medium
2583,Probation,1,Hispanic,367105896,22,Intake,English,Other,Probation,Single,1379885737,1,8,Low
2584,Probation,1,African-American,595954662,22,Intake,English,Post Sentence,Probation,Single,1368084039,2,8,Medium
2585,PRETRIAL,1,African-American,599471881,22,Intake,English,Pretrial,Jail Inmate,Single,1363195485,4,8,High
2586,PRETRIAL,1,Caucasian,692707937,22,Intake,English,Pretrial,Pretrial Defendant,Single,1413299101,1,8,Low
2587,Probation,0,Caucasian,534721835,22,Intake,English,Post Sentence,Probation,Single,1373725161,1,8,Low
2588,PRETRIAL,1,African-American,319705506,22,Intake,English,Pretrial,Pretrial Defendant,Single,1369298192,1,8,Low
2589,PRETRIAL,1,African-American,588785805,22,Intake,English,Pretrial,Pretrial Defendant,Single,1379361593,3,8,High
2590,Probation,1,African-American,-178035753,22,Intake,English,Post Sentence,Probation,Married,1370824333,1,8,Low
2591,PRETRIAL,1,African-American,616021821,22,Intake,English,Pretrial,Jail Inmate,Single,1357183370,2,8,Medium
2592,PRETRIAL,1,African-American,561911284,22,Intake,English,Pretrial,Pretrial Defendant,Single,1414075077,1,8,Low
2593,PRETRIAL,1,African-American,272535009,22,Intake,English,Pretrial,Jail Inmate,Single,1363504890,1,8,Low
2594,Probation,1,African-American,697207443,22,Intake,English,Post Sentence,Probation,Single,1377494794,1,8,Low
2595,Probation,1,Hispanic,-248429945,22,Intake,English,Post Sentence,Probation,Divorced,1396711714,1,8,Low
2596,PRETRIAL,1,Caucasian,-371822353,22,Intake,English,Pretrial,Jail Inmate,Married,1397381751,1,8,Low
2597,PRETRIAL,1,African-American,406536735,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416293181,3,8,High
2598,PRETRIAL,1,African-American,484776903,22,Intake,English,Pretrial,Jail Inmate,Single,1364557176,4,8,High
2599,Probation,1,Caucasian,-258239474,22,Intake,English,Post Sentence,Probation,Single,1368929555,1,8,Low
2600,PRETRIAL,1,Caucasian,595784236,22,Intake,English,Pretrial,Jail Inmate,Single,1416353593,1,8,Low
2601,PRETRIAL,1,African-American,649794134,22,Intake,English,Pretrial,Jail Inmate,Single,1359037609,1,8,Low
2602,PRETRIAL,1,Caucasian,418809969,22,Intake,English,Pretrial,Pretrial Defendant,Single,1393548439,1,8,Low
2603,PRETRIAL,1,Other,189200525,22,Intake,English,Pretrial,Jail Inmate,Single,1359155963,1,8,Low
2604,PRETRIAL,1,Caucasian,810738752,22,Intake,English,Post Sentence,Probation,Single,1378554430,2,8,Medium
2605,PRETRIAL,1,Caucasian,463735779,22,Intake,English,Post Sentence,Probation,Single,1395736775,1,8,Low
2606,PRETRIAL,1,African-American,495120120,22,Intake,English,Pretrial,Jail Inmate,Single,1361373102,3,8,High
2607,PRETRIAL,1,Caucasian,-273903656,22,Intake,English,Post Sentence,Probation,Single,1372945535,1,8,Low
2608,Probation,1,African-American,660968944,22,Intake,English,Post Sentence,Probation,Single,1367080321,4,8,High
2609,PRETRIAL,1,Caucasian,500451239,22,Intake,English,Pretrial,Pretrial Defendant,Single,1418312294,1,8,Medium
2610,PRETRIAL,1,Caucasian,-122305151,22,Intake,English,Pretrial,Jail Inmate,Married,1418401695,1,8,Low
2611,PRETRIAL,1,African-American,740337394,22,Intake,English,Pretrial,Jail Inmate,Single,1368382934,1,8,Low
2612,Probation,1,Hispanic,-300136323,22,Intake,English,Post Sentence,Probation,Married,1361201686,1,8,Low
2613,PRETRIAL,1,Caucasian,458177310,22,Intake,English,Post Sentence,Probation,Single,1373745522,1,8,Low
2614,PRETRIAL,1,Caucasian,697044968,22,Intake,English,Pretrial,Pretrial Defendant,Single,1389846745,1,8,Low
2615,PRETRIAL,1,African-American,575344787,22,Intake,English,Pretrial,Jail Inmate,Single,1361844086,2,8,Medium
2616,Probation,1,Hispanic,764851290,22,Intake,English,Post Sentence,Probation,Single,1375360010,2,8,Medium
2617,Probation,1,Caucasian,576731726,22,Intake,English,Post Sentence,Probation,Single,1380174173,1,8,Low
2618,PRETRIAL,1,Caucasian,498565922,22,Intake,English,Pretrial,Pretrial Defendant,Single,1416565394,1,8,Low
2619,PRETRIAL,1,African-American,566434465,22,Intake,English,Pretrial,Jail Inmate,Single,1361717865,2,8,Medium
2620,PRETRIAL,1,African-American,163225990,22,Intake,English,Post Sentence,Probation,Married,1362574849,1,8,Low
2621,Probation,1,African-American,697713825,22,Intake,English,Post Sentence,Probation,Single,1377699576,3,8,High
2622,PRETRIAL,1,Caucasian,550549969,22,Intake,English,Pretrial,Jail Inmate,Single,1413907182,1,8,Low
2623,PRETRIAL,1,African-American,705124457,17,Intake,English,Post Sentence,Probation,Single,1368359653,4,8,High
2624,PRETRIAL,0,African-American,730263964,22,Intake,English,Pretrial,Jail Inmate,Single,1417052769,2,8,Medium
2625,Probation,1,African-American,756202162,22,Intake,English,Post Sentence,Probation,Single,1375772938,3,8,High
